Label,Message,Length,Tokens
ham,Guess who spent all last night phasing in and out of the fourth dimension,73,"['guess', 'spent', 'night', 'phasing', 'fourth', 'dimension']"
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",165,"['xmas', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'double', 'mins', 'txt', 'orange']"
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,104,"['good', 'journey', 'let', 'know', 'need', 'receipts', 'shall', 'tell', 'like', 'pendent']"
ham,Can i get your opinion on something first?,42,['opinion']
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",115,"['jus', 'hope', 'true', 'missin', 'cos', 'missin', 'feel', 'guilty']"
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,75,"['sorry', 'm', 'stil', 'fucked', 'nite', 'went', 'tobed', 'got', 'work']"
ham,U can call now...,17,[]
ham,"Coffee cake, i guess...",23,"['coffee', 'cake', 'guess']"
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,174,"['da', 'birthdate', 'certificate', 'april', 'real', 'date', 'today', 'nt', 'publish', 'shall', 'special', 'treat', 'secret', 'way', 'thanks', 'wishes']"
ham,Howz that persons story,23,"['howz', 'persons', 'story']"
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,84,"['like', 'xxx', 'pics', 'hot', 'nearly', 'banned', 'uk']"
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,116,"['good', 'wondering', 'wo', 'nt', 'hi', 'smiling', 'coping', 'long', 'distance']"
ham,"Merry Christmas to you too babe, i love ya *kisses*",51,"['merry', 'christmas', 'babe', 'love', 'ya', 'kisses']"
ham,Moji just informed me that you saved our lives. Thanks.,55,"['moji', 'informed', 'saved', 'lives', 'thanks']"
ham,I ask if u meeting da ge tmr nite...,36,"['ask', 'meeting', 'da', 'ge', 'tmr', 'nite']"
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",77,"['yep', 'great', 'loxahatchee', 'xmas', 'tree', 'burning', 'starts', 'hour']"
ham,"Yeah why not, is the gang all ready",35,"['yeah', 'gang', 'ready']"
ham,4 oclock at mine. Just to bash out a flat plan.,47,"['oclock', 'bash', 'flat', 'plan']"
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,155,"['barred', 'b', 'q', 'stores', 'twat', 'orange', 'dungerees', 'came', 'asked', 'wanted', 'decking', 'got', 'punch']"
ham,"Could you not read me, my Love ? I answered you",47,"['read', 'love', 'answered']"
ham,So u gonna get deus ex?,23,"['gon', 'na', 'deus', 'ex']"
ham,i dnt wnt to tlk wid u,22,"['dnt', 'wnt', 'tlk', 'wid']"
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,96,"['hey', 'sathya', 'till', 'dint', 'meet', 'single', 'time', 'saw', 'situation', 'sathya']"
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,131,"['joy', 'father', 'john', 'john', 'joy', 'father', 'ans', 'ths', 'hav', 'iq', 'tis', 's', 'ias', 'question', 'try', 'answer']"
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",112,"['hey', 'happened', 'switch', 'cell', 'd', 'day', 'nt', 'good', 'care', 'tomorrow']"
ham,Sorry that was my uncle. I.ll keep in touch,43,"['sorry', 'uncle', 'touch']"
ham,"Yes, i'm small kid.. And boost is the secret of my energy..",59,"['yes', 'small', 'kid', 'boost', 'secret', 'energy']"
ham,Umma. Did she say anything,26,['umma']
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,106,"['free', 'entry', 'weekly', 'competition', 'text', 'word', 'win']"
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,134,"['going', 'got', 'exciting', 'karaoke', 'type', 'activities', 'planned', 'debating', 'play', 'football', 'eve', 'feeling', 'lazy']"
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,125,"['sunshine', 'quiz', 'wkly', 'q', 'win', 'sony', 'dvd', 'player', 'know', 'country', 'algarve', 'txt', 'ansr', 'sp', 'tyrone']"
ham,Friends that u can stay on fb chat with,39,"['friends', 'stay', 'fb', 'chat']"
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",274,"['nowadays', 'people', 'notixiquating', 'laxinorficated', 'opportunity', 'bambling', 'entropication', 'oblisingately', 'opted', 'books', 'masteriastering', 'amplikater', 'fidalfication', 'champlaxigating', 'think', 'atrocious', 'wotz', 'opinion', 'junna']"
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",67,"['swhrt', 'dey', 'hope', 'ok', 'tot', 'n', 'care']"
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",126,"['babe', 'goes', 'day', 'miss', 'love', 'loving', 'kiss', 'hope', 'goes']"
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",145,"['geeee', 'miss', 'know', 'think', 'fuck', 'wait', 'till', 'year', 'loving', 'kiss']"
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",159,"['free', 'entry', 'wkly', 'comp', 'chance', 'win', 'latest', 'nokia', 'psp', 'cash', 'great']"
ham,"Vikky, come around  &lt;TIME&gt; ..",35,"['vikky', 'come']"
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",160,"['people', 'special', 'sight', 'remain', 'special', 'till', 'sight', 'maintain', 'till', 'life', 'ends', 'cr', 'da']"
ham,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",133,"['fact', 'cleaning', 'shows', 'know', 'upset', 'priority', 'constantly', 'want', 'need']"
ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",155,"['k', 'yan', 'jiu', 'liao', 'sat', 'bugis', 'vill', 'frm', 'den', 'hop', 'parco', 'nb', 'sun', 'cine', 'frm', 'den', 'hop', 'orc', 'mrt', 'hip', 'hop']"
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,146,"['boltblue', 'tones', 'reply', 'poly', 'mono', 'eg', 'cha', 'cha', 'slide', 'yeah', 'slow', 'jamz', 'toxic', 'come', 'stop', 'tones', 'txt']"
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.,68,"['test', 'earlier', 'appreciate', 'tomorrow']"
ham,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",76,"['prefer', 'free', 'days', 'tues', 'd', 'fri', 'oso', 'ü', 'ask', 'workin', 'lor']"
ham,U attend ur driving lesson how many times a wk n which day?,59,"['attend', 'driving', 'lesson', 'times', 'wk', 'n', 'day']"
ham,Did you show him and wot did he say or could u not c him 4 dust?,64,"['wot', 'c', 'dust']"
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",158,"['mmmmm', 'loved', 'waking', 'words', 'morning', 'miss', 'love', 'hope', 'day', 'goes', 'happy', 'wait']"
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),119,"['imagine', 'life', 'fast', 'searching', 'worry', 'disturb', 'goodnoon']"
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space,57,"['wil', 'minutes', 'got', 'space']"
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",156,"['shop', 'till', 'drop', 'cash', 'travel', 'voucher', 'ntt', 'po', 'box', 'fixedline', 'cost', 'mobile', 'vary']"
ham,I attended but nothing is there.,32,['attended']
ham,My battery is low babe,22,"['battery', 'low', 'babe']"
ham,S:)but he had some luck.2 catches put down:),44,['catches']
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,131,"['won', 'guaranteed', 'award', 'cashto', 'claim', 'award', 'free', 'stop', 'getstop', 'php']"
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,95,"['gon', 'na', 'let', 'know', 'cos', 'comes', 'bak', 'holiday', 'day', 'coming', 'number']"
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,131,"['subscribed', 'best', 'mobile', 'content', 'service', 'uk', 'days', 'send', 'stop', 'helpline']"
ham,Huh? 6 also cannot? Then only how many mistakes?,48,"['huh', 'mistakes']"
ham,S.this will increase the chance of winning.,43,"['increase', 'chance', 'winning']"
spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,175,"['phony', 'award', 'todays', 'voda', 'numbers', 'ending', 'xxxx', 'selected', 'receive', 'award', 'match', 'quoting', 'claim', 'code', 'standard', 'rates', 'app']"
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,158,"['know', 'know', 'send', 'chat', 'let', 'find', 'msg', 'rcvd', 'hg', 'row', 'ldn', 'years']"
ham,They will pick up and drop in car.so no problem..,49,"['pick', 'drop', 'problem']"
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,157,"['important', 'information', 'orange', 'user', 'today', 'lucky', 'find', 'log', 'fantastic', 'prizeawaiting']"
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,72,"['finish', 'yar', 'saying', 'mushy', 'embarrassed', 'ok']"
ham,K.k..how is your sister kids?,29,"['sister', 'kids']"
ham,Eh u send wrongly lar...,24,"['eh', 'send', 'wrongly', 'lar']"
ham,2mro i am not coming to gym machan. Goodnight.,46,"['coming', 'gym', 'machan', 'goodnight']"
ham,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,92,"['aww', 'nearly', 'jez', 'iscoming', 'todo', 'workand', 'whilltake', 'forever']"
ham,We still on for tonight?,24,['tonight']
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,72,"['like', 'hotel', 'dusk', 'game', 'think', 'solve', 'puzzles', 'area', 'thing']"
ham,So u workin overtime nigpun?,28,"['workin', 'overtime', 'nigpun']"
ham,Moji i love you more than words. Have a rich day,48,"['moji', 'love', 'words', 'rich', 'day']"
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,65,"['meeting', 'work', 'tel', 'shall', 'work', 'tomorrow']"
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",153,"['urgent', 'landline', 'complimentary', 'ibiza', 'holiday', 'cash', 'await', 'collection', 'sae', 'po', 'box', 'ppm']"
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",142,"['new', 'mobiles', 'txt', 'nokia', 'collect']"
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",101,"['wonderful', 'okors', 'great', 'month', 'cherish', 'guys', 'wish', 'day', 'mojibiola']"
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,84,"['hello', 'darlin', 've', 'finished', 'college', 'txt', 'finish', 'love', 'kate', 'xxx']"
ham,"No, but you told me you were going, before you got drunk!",57,"['told', 'going', 'got', 'drunk']"
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,114,"['working', 'time', 'tried', 'adding', 'zeros', 'savings', 'checking']"
ham,Yar else i'll thk of all sorts of funny things.,47,"['yar', 'thk', 'sorts', 'funny', 'things']"
ham,Honey boo I'm missing u.,24,"['honey', 'boo', 'missing']"
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?,70,"['hi', 'princess', 'thank', 'pics', 'pretty']"
ham,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? ,145,"['bugis', 'juz', 'wat', 'walking', 'home', 'oredi', 'ü', 'late', 'reply', 'oso', 'saw', 'dat', 'like', 'din', 'buy', 'r', 'ü']"
ham,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,87,"['leave', 'wif', 'lar', 'ü', 'wan', 'carry', 'meh', 'heavy', 'da', 'num', 'familiar', 'ü']"
ham,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,127,"['look', 'frying', 'pan', 'case', 'cheap', 'book', 'silly', 'frying', 'pan', 'likely', 'book']"
ham,jay says he'll put in  &lt;#&gt;,32,"['jay', 'says']"
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",104,"['handed', 'know', 'mega', 'shop', 'asda', 'counts', 'celebration', 's']"
ham,"Sorry, I'll call later",22,"['sorry', 'later']"
ham,I think asking for a gym is the excuse for lazy people. I jog.,62,"['think', 'asking', 'gym', 'excuse', 'lazy', 'people', 'jog']"
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,60,"['thought', 'dinner', 'treat', 'ok']"
ham,I.ll hand her my phone to chat wit u,36,"['hand', 'phone', 'chat', 'wit']"
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",70,"['nimbomsons', 'yep', 'phone', 'knows', 'obviously', 'cos', 's', 'real', 'word']"
ham,We are okay. Going to sleep now. Later,38,"['okay', 'going', 'sleep', 'later']"
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,91,"['hello', 'going', 'village', 'pub', 'come', 'accordingly', 'ok']"
ham,7 lor... Change 2 suntec... Wat time u coming?,46,"['lor', 'change', 'suntec', 'wat', 'time', 'coming']"
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",96,"['maybe', 'reboot', 'ym', 'seen', 'buzz']"
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,121,"['docs', 'appointments', 'tired', 'shoving', 'stuff', 'ugh', 'normal', 'body']"
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,73,"['jesus', 'christ', 'bitch', 'trying', 'drugs', 'answer', 'fucking', 'phone']"
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,95,"['wow', 'healthy', 'old', 'airport', 'rd', 'lor', 'nt', 'thk', 'b', 'bathing', 'dog', 'later']"
ham,Don know..he is watching film in computer..,43,"['don', 'know', 'watching', 'film', 'computer']"
ham,Ok then i will come to ur home after half an hour,49,"['ok', 'come', 'home', 'half', 'hour']"
ham,Hey whats up? U sleeping all morning?,37,"['hey', 's', 'sleeping', 'morning']"
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",263,"['plz', 'note', 'calling', 'mobile', 'amp', 'asks', 'type', 'disconnect', 'coz', 'iz', 'attempt', 'terrorist', 'use', 'sim', 'card', 'itz', 'confirmd', 'nokia', 'n', 'motorola', 'n', 'verified', 'cnn', 'ibn']"
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,143,"['free', 'entry', 'weekly', 'comp', 'chance', 'win', 'ipod', 'txt', 'pod', 'entry', 'std', 'txt', 'rate', 'apply', 'details']"
